"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_1",0.00283849371645795,0.0274186386680483,0.103524239508132,0.0282878048819606,0.100343371580171
"asc_2",0.00540883994336795,0.0240931766844346,0.224496753342715,0.0250882566811063,0.215592498598808
"asc_3",0,NA,NA,NA,NA
"b_attr1",0,NA,NA,NA,NA
"b_attr2",2.73412770793663,27.2840828963921,0.100209624722192,0.181160155220134,15.0923237210428
"b_attr3",-6.4947460244154,780.297904999046,-0.00832341850824698,3.0274402667744,-2.14529287190042
"b_attr4",10.8937594077405,26.206894752404,0.415682953309116,0.355313887903453,30.6595373235188
"phi1",0.676998874426594,NA,NA,10.4506170018493,0.064780756419147
"phi2",0.1,NA,NA,NA,NA
"error_sd",0.1,NA,NA,NA,NA
"timesteps",10,NA,NA,NA,NA
