"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_1",0.0140800852232885,0.0313813421616561,0.448676960684382,0.0329974587724633,0.426702108195025
"asc_2",0.0130601489739946,0.0366050512164712,0.356785430971285,0.0445389118740997,0.293230086332427
"asc_3",0,NA,NA,NA,NA
"b_attr1",0,NA,NA,NA,NA
"b_attr2",-3.08698879380319,1905.65391638935,-0.00161991050276964,3.5158814263654,-0.878012771037736
"b_attr3",-2.93665130843458,1785.62919974354,-0.00164460309500784,1.04356817032803,-2.81404836975001
"b_attr4",16.2467294400388,423.57171986615,0.0383565018107743,0.553195893091496,29.3688540405553
"phi1",2.54166087704457,13.1209789156454,0.193709699054079,11.4764691514763,0.221467146689242
"phi2",0.1,NA,NA,NA,NA
"error_sd",0.1,NA,NA,NA,NA
"timesteps",10,NA,NA,NA,NA
