"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_1",0.0152047958712244,0.0329627376764112,0.461272240809819,0.0344611902212596,0.441215053037965
"asc_2",0.0157464335396677,0.0343516330153172,0.458389664696477,0.0374537666602614,0.420423229591343
"asc_3",0,NA,NA,NA,NA
"b_attr1",0,NA,NA,NA,NA
"b_attr2",-6.1580779629366,24.655593744012,-0.249763928902835,0.753765628187871,-8.16975162125825
"b_attr3",-9.86149137141798,150.598338881261,-0.0654820726754048,0.732624063181167,-13.4605070554165
"b_attr4",4.65505347667835,1.16803673848642,3.98536563388451,0.711418183151148,6.54334340466152
"phi1",3.49899767805405,8.73354575063022,0.400638844515305,4.7301596927138,0.739720835100726
"phi2",0.1,NA,NA,NA,NA
"error_sd",0.1,NA,NA,NA,NA
"timesteps",10,NA,NA,NA,NA
