"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_1",0.0149506094753319,0.0308676303911211,0.484345875789428,0.0322907160555578,0.463000245940927
"asc_2",0.0148017114685842,0.0150654080700318,0.982496551024581,0.0317341771556022,0.466428084648514
"asc_3",0,NA,NA,NA,NA
"b_attr1",0,NA,NA,NA,NA
"b_attr2",2.17311068070897,20.172241562418,0.107727774029714,0.177665354780949,12.2314825160386
"b_attr3",-7.25421712260642,807.783052284154,-0.00898040272334732,0.332857542577705,-21.7937591752572
"b_attr4",10.1614719330965,18.9226053572412,0.537001736349583,0.388114463551698,26.1816368297827
"phi1",2.10353454703805,NA,NA,31.1250362770237,0.0675833604920442
"phi2",0.1,NA,NA,NA,NA
"error_sd",0.1,NA,NA,NA,NA
"timesteps",22000,NA,NA,NA,NA
