"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_1",0.00754635822492202,0.0338392041618664,0.223006374169581,0.0927003300060038,0.0814059477936408
"asc_2",-0.0284049785417887,0.0350061166664722,-0.811429008605063,0.097068069500901,-0.292629478342773
"asc_3",0,NA,NA,NA,NA
"b_attr1",0,NA,NA,NA,NA
"b_attr2",10.8377673252279,23.9763014572909,0.452019980835377,0.202097429898266,53.626448048763
"b_attr3",11.3035101036574,23.9761627957299,0.471447837586028,0.169708134754214,66.6055879998218
"b_attr4",-3.03943893073622,112.188765246176,-0.0270921863171128,0.0004263834123094,-7128.41738911431
"phi1",5.77823697089967,2.00143838169211,2.88704215116255,3.39143614885686,1.70377289068152
"phi2",0.1,NA,NA,NA,NA
"error_sd",0.1,NA,NA,NA,NA
"timesteps",10,NA,NA,NA,NA
